公司名稱,職缺名稱,徵才網址,薪水區間,工作性質,工作地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具
汎宇電商股份有限公司,資料庫管理工程師,http://www.104.com.tw/job/70iph?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市南港區南港路三段50巷7號4樓,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1 人,上班族、外籍人士、二度就業,1年以上,專科、大學,資訊管理相關、資訊工程相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Linux、UNIX、Windows Server 2012、MS SQL、Oracle
緯德科技股份有限公司 (TechLink Corporation),資料分析報表工程師,http://www.104.com.tw/job/5ebze?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區敦化北路207號8F-13,不需負擔管理責任,需外派，一年累積時間未定,日班，09:00~18:00,週休二日,不限,不限,上班族、應屆畢業生、外籍人士、原住民【相關法令】,1年以上,專科以上,不拘,不拘,MS SQL、MySQL、Oracle、PL/SQL
欣創科技有限公司,SQL 資料庫工程師,http://www.104.com.tw/job/6kgjf?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區民權東路三段142號10樓1006室,不需負擔管理責任,需外派，一年累積時間未定,日班，09:00~18:00,週休二日,不限,不限,上班族、外籍人士、原住民【相關法令】、二度就業、中壯齡(45~54歲)、中高齡(55~64歲),1年以上,專科以上,不拘,不拘,DataStage、ETL、Informatica、MS SQL、MySQL、Oracle、PL/SQL
動力安全資訊股份有限公司,資料備份 助理工程師,http://www.104.com.tw/job/67fib?jobsource=jolist_c_relevance,"月薪 28,000~40,000元",全職,台北市內湖區行愛路77巷16號4樓 (內湖科技園區),不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,週休二日,不限,1至2 人,上班族、應屆畢業生、原住民【相關法令】,不拘,專科、大學、碩士,不拘,不拘,不拘
北都數位有線電視股份有限公司,資訊部-資料庫工程師,http://www.104.com.tw/job/6wpvd?jobsource=jolist_c_relevance,"月薪 32,000~40,000元",全職,台北市中山區八德路二段260號8樓,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族、應屆畢業生、二度就業,2年以上,大學以上,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
億力資訊股份有限公司,資料庫工程師 (DBA),http://www.104.com.tw/job/6r51u?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區民權東路三段142號5樓506室,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,上班族、夜間就讀中、原住民【相關法令】、中壯齡(45~54歲)、中高齡(55~64歲),不拘,高中以上,不拘,不拘,不拘
中國人壽保險股份有限公司(總公司),ETL資料工程師(科主管),http://www.104.com.tw/job/6sf18?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區敦化北路122號,管理4人以下,無需出差外派,日班，08:30~17:30,週休二日,不限,1 人,上班族,3年以上,大學、碩士,不拘,不拘,不拘
泰金寶電通股份有限公司,RC-資料庫系統工程師,http://www.104.com.tw/job/6pt77?jobsource=jolist_c_relevance,"月薪 31,000~70,000元",全職,新北市深坑區北深路三段147號,不需負擔管理責任,需出差，一年累積時間未定,日班，8:30~17:30,週休二日,不限,1 人,上班族,不拘,專科以上,電機電子工程相關、資訊管理相關、資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】資料科學工程師_ 數據管理 (數數發中心, DDT)",http://www.104.com.tw/job/6rkkm?jobsource=jolist_c_relevance,"月薪 30,000~80,000元",全職,台北市信義區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至7 人,上班族,不拘,大學以上,統計學相關、資訊管理相關、資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux、ASP.NET、Java、Cognos、Informatica、Oracle、Tableau
億力資訊股份有限公司,資料庫開發工程師,http://www.104.com.tw/job/4ca0c?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區民權東路三段142號5樓506室,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至3 人,上班族,不拘,專科以上,不拘,不拘,不拘
億力資訊股份有限公司,Oracle資料庫管理工程師,http://www.104.com.tw/job/44hpt?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區民權東路三段142號5樓506室,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1 人,上班族、應屆畢業生、夜間就讀中,不拘,專科以上,不拘,不拘,不拘
酷遊天股份有限公司,[資訊] 資料庫工程師 Database Administrator,http://www.104.com.tw/job/60nmd?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區新湖一路128巷15號5樓,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,不限,1 人,上班族、應屆畢業生、外籍人士、原住民【相關法令】,3年以上,大學、碩士,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
利穎電信股份有限公司,網頁/資料庫 工程師,http://www.104.com.tw/job/5klax?jobsource=jolist_c_relevance,"月薪 58,000~80,000元",全職,新北市中和區中正路764號7樓,不需負擔管理責任,無需出差外派,日班,週休二日,兩週內,1至3 人,上班族,2年以上,專科以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
葳誠科技有限公司,MS SQL DBA 資料庫開發管理工程師,http://www.104.com.tw/job/4ejvi?jobsource=jolist_c_relevance,"月薪 50,000~80,000元",全職,台中市西屯區科園路一號 (中部科學園區),不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,3年以上,大學、碩士,資訊工程相關、資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,MS SQL、Power BI​
力成科技股份有限公司,技術工程類- 資料庫工程師 DBA Database Administrator,http://www.104.com.tw/job/6zwgo?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,新竹縣湖口鄉新竹工業區大同路15號 (新竹工業區),不需負擔管理責任,無需出差外派,日班，08:30~17:30,週休二日,一個月內,1 人,上班族、外籍人士、原住民【相關法令】,3年以上,大學、碩士,資訊管理相關、資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux、Windows Server 2008、Windows Server 2012、Oracle、Vmware
緯創資通股份有限公司,RRH0406-資料庫開發工程師,http://www.104.com.tw/job/6q6ho?jobsource=jolist_c_relevance,"月薪 30,000~60,000元",全職,新北市汐止區新台五路一段88號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1 人,上班族,不拘,大學以上,資訊工程相關、資訊管理相關、電機電子工程相關,不拘,MySQL
歐立威科技股份有限公司,MongoDB 資料庫工程師 (NoSQL),http://www.104.com.tw/job/6t4vq?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大同區鄭州路87號10樓,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1至2 人,上班族、應屆畢業生、二度就業,1年以上,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
歐立威科技股份有限公司,資料倉儲工程師 (新竹) (資料庫/大數據/巨量資料/資料倉儲/新鮮人可),http://www.104.com.tw/job/6yxzi?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,新竹市,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1至2 人,上班族、應屆畢業生、二度就業,不拘,專科以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
炬識科技股份有限公司,Data Engineer-Hadoop Admin II 資料工程師(系統建置維護),http://www.104.com.tw/job/4owz9?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區復興南路二段86號3樓之1,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，9:00~18:00,週休二日,不限,不限,上班族、夜間就讀中,3年以上,大學以上,資訊工程相關、電機電子工程相關,不拘,不拘
歐立威科技股份有限公司,資料倉儲工程師 (台北) (資料庫/大數據/巨量資料/資料倉儲/新鮮人可),http://www.104.com.tw/job/6r2nr?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大同區鄭州路87號10樓,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1至2 人,上班族、應屆畢業生、二度就業,不拘,專科以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
樂天國際商業銀行股份有限公司,樂天銀行(純網銀)_資料庫工程師,http://www.104.com.tw/job/719l3?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市中山區松江路433號11樓,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至3 人,上班族、應屆畢業生、原住民【相關法令】、二度就業,2年以上,大學、碩士,資訊工程相關、資訊管理相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
聯強國際股份有限公司,資料庫工程師(全球第二大IT通路集團),http://www.104.com.tw/job/2o11o?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市中山區民生東路三段75號,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,不限,1 人,上班族,2年以上,專科、大學、碩士,資訊管理相關、資訊工程相關、數學及電算機科學學科類,不拘,不拘
富智康國際股份有限公司(鴻海集團),【S】資料庫開發與管理工程師(土城),http://www.104.com.tw/job/6yx0v?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市土城區民生街4號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族、應屆畢業生,不拘,大學、碩士,不拘,不拘,不拘
國眾電腦股份有限公司,資料庫工程師(新店),http://www.104.com.tw/job/6rs1u?jobsource=2018indexpoc,"月薪 30,000~35,000元",全職,新北市新店區民權路131號,不需負擔管理責任,無需出差外派,日班，08:30~17:30,週休二日,一個月內,1 人,上班族、應屆畢業生、原住民【相關法令】,不拘,專科、大學、碩士,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂台語 -- 中等,不拘
台灣立訊精密有限公司,資料庫管理工程師 Oracle DBA (派駐越南),http://www.104.com.tw/job/6srdc?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,越南,管理人數未定,需外派，一年累積時間約七個月以上,日班,依公司規定,不限,1 人,上班族,3年以上,大學以上,資訊管理相關、資訊工程相關,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,不拘
鴻海精密工業股份有限公司,高雄軟體園區-資料軟體工程師,http://www.104.com.tw/job/5hbsp?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,高雄市前鎮區成功二路25號,不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1 人,上班族,不拘,碩士以上,資訊管理相關、資訊工程相關、統計學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
國泰金控_國泰金融控股股份有限公司,"資料科學工程師（Python 軟體工程）-- 資料科學實驗室 (數數發中心, DDT)",http://www.104.com.tw/job/6w7ov?jobsource=2018indexpoc,"月薪 30,000~90,000元",全職,台北市信義區松仁路7號,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1至5 人,上班族、應屆畢業生,不拘,大學以上,資訊工程相關、數理統計相關、數學及電算機科學學科類,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
復旦電競有限公司,資料庫SQL工程師,http://www.104.com.tw/job/5tkay?jobsource=2018indexpoc,"月薪 35,000~60,000元",全職,桃園市桃園區藝文一街86號B5之3樓,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,不限,1 人,上班族,不拘,大學以上,不拘,不拘,ASP.NET、C#、HTML、JavaScript
國泰世華商業銀行股份有限公司_人力資源部,【數據生態營運】資料營運工程師-Site Reliability Engineer(SRE),http://www.104.com.tw/job/6xu96?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1至2 人,上班族、原住民【相關法令】,2年以上,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux、Python
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,IT資料倉儲工程師_Corp. IT (orp. IT (內湖),http://www.104.com.tw/job/6u8rr?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區瑞光路186號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1 人,上班族,3年以上,大學、碩士,資訊工程相關、資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
撼訊科技股份有限公司,資料庫程式工程師,http://www.104.com.tw/job/6iizf?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市汐止區新台五路一段79號7樓之7,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,2年以上,高中以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
